"ID","area_code","area_name","observe_time","data_time","rain","temperature","humidity","solar_radiation","wind_direction_ten","wind_direction_hundred","wind_speed_ten","wind_speed_hundred","cloud_amount"
43791,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-22 17:00:00.000000',NULL,13.7800,33.4500,2.5600,225.1400,243.4500,1.0300,1.8700,0.0000
43792,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-22 17:00:00.000000',0.0000,NULL,52.5900,3.7500,219.8600,224.4800,0.5200,1.0000,NULL
43793,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,10.4100,53.3100,0.0000,146.4800,281.1900,0.1300,0.2700,0.0000
43794,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,NULL,NULL,0.0000,215.7400,240.3500,0.6200,0.6900,0.0000
43795,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',0.0000,11.1200,47.6800,NULL,185.9400,208.9700,0.6400,0.6100,NULL
43796,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,13.1800,53.6300,0.0000,312.6200,298.5900,NULL,0.7200,0.0000
43797,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,11.9300,52.4500,0.0000,340.3700,333.7100,0.7600,1.0400,0.0000
43798,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',0.0000,11.7000,48.0300,0.0000,NULL,170.4800,0.1400,0.2700,NULL
43799,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,12.3900,52.9300,0.0000,131.7500,159.9500,0.4000,0.5600,0.0000
43800,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,10.9500,54.3400,NULL,341.9100,NULL,NULL,0.6800,0.0000
43801,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',0.0000,12.1100,50.4700,0.0000,126.3000,159.3900,0.2900,0.4600,0.0000
43802,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,12.6700,42.8300,0.0000,287.0300,259.3800,NULL,0.8600,NULL
43803,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,12.4500,39.8900,0.0000,218.2600,230.0500,0.4700,0.8800,0.0000
43804,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,12.6700,42.8300,NULL,287.0300,259.3800,0.4100,0.8600,0.0000
43805,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,12.0500,NULL,NULL,207.8900,220.9600,0.1800,0.5800,0.0000
43806,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',NULL,11.8100,NULL,0.0000,209.4300,NULL,0.5300,NULL,0.0000
43807,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,11.8300,44.1200,0.0000,204.1200,221.2100,0.8700,1.0300,NULL
43808,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,12.5400,37.6000,0.0000,184.9100,206.0100,0.6900,0.7200,0.0000
43809,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',0.0000,11.6900,48.2800,NULL,196.7500,216.5000,0.1900,NULL,0.0000
43810,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,12.0600,47.7000,0.0000,87.3900,140.8400,0.2900,0.3000,0.0000
43811,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,NULL,46.6500,0.0000,207.8900,220.9600,0.1800,0.5800,NULL
43812,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',NULL,12.9300,49.4500,0.0000,317.6100,NULL,0.8600,1.0600,0.0000
43813,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',0.0000,NULL,47.5100,0.0000,NULL,210.4300,0.4500,0.5900,0.0000
43814,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-22 23:00:00.000000',0.0000,12.1400,51.9300,0.0000,156.3100,182.5800,0.9300,NULL,0.0000
43815,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-22 20:00:00.000000',0.0000,12.8500,49.2900,0.0000,175.8300,215.1300,0.6400,0.8100,0.0000
43816,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',NULL,11.7200,50.2100,0.0000,146.3100,169.5000,0.7400,NULL,0.0000
43817,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 02:00:00.000000',NULL,NULL,48.2800,0.0000,196.7500,216.5000,0.1900,0.4800,0.0000
43818,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,10.4800,53.2100,0.0000,261.6200,258.9000,0.5800,0.8900,0.0000
43819,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,10.1900,51.7300,0.0000,227.2200,242.3300,0.5800,0.8000,0.0000
43820,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 05:00:00.000000',0.0000,10.4800,53.2100,0.0000,261.6200,258.9000,0.5800,0.8900,0.0000
43821,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',NULL,NULL,68.1500,NULL,102.9900,103.2100,0.6700,1.0500,0.0000
43822,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',NULL,22.1200,71.9500,515.4000,144.6500,120.2000,0.4600,0.2400,0.0000
43823,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,14.7800,58.4000,NULL,250.0300,252.5700,0.5600,0.8200,0.0000
43824,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,13.9900,56.3000,NULL,212.0100,236.5500,0.5500,0.7400,0.0000
43825,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,21.9900,73.7400,523.8900,152.9700,149.2000,0.9500,0.6700,NULL
43826,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,14.8300,74.5600,1.2500,118.8400,115.2300,0.6200,1.0300,0.0000
43827,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,NULL,67.9400,517.1900,333.2300,342.0000,NULL,NULL,0.0000
43828,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,22.5200,72.6500,513.4200,336.3900,334.2100,0.4200,0.7100,0.0000
43829,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,22.3500,71.4700,519.9300,11.1700,7.5200,1.5400,NULL,0.0000
43830,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,17.0800,61.3700,662.1700,242.5600,248.0500,0.6500,0.8600,0.0000
43831,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,14.0000,53.8400,216.1600,226.1100,NULL,0.8900,1.1900,0.0000
43832,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,21.1800,70.7000,657.3200,353.6900,350.8200,0.6900,1.1900,NULL
43833,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,13.6300,56.3500,204.7200,342.0900,338.5800,0.6800,1.0000,0.0000
43834,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,14.7700,55.3000,2.4200,173.2600,172.0700,1.1700,1.4900,0.0000
43835,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,14.7200,66.9400,3.6100,39.1700,35.8300,1.1200,1.8100,NULL
43836,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',NULL,17.4300,61.0200,661.7800,228.0300,269.7900,0.3700,0.5300,0.0000
43837,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,13.6200,54.9600,210.9100,266.9900,285.3500,0.3000,0.5500,0.0000
43838,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,15.3400,74.7800,NULL,128.7400,124.0900,0.7700,1.1400,0.0000
43839,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,23.0500,73.7500,520.3700,63.1500,20.2300,0.4000,0.8000,0.0000
43840,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,17.5600,58.0300,658.9600,217.3000,238.0800,0.8200,0.8200,0.0000
43841,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,17.5000,57.6900,662.1600,225.3800,237.4600,NULL,0.9400,0.0000
43842,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,13.4400,53.8700,200.4100,231.4400,248.6700,0.6700,0.9200,0.0000
43843,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 11:00:00.000000',0.0000,17.5600,58.0300,658.9600,217.3000,NULL,0.8200,0.8200,NULL
43844,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,NULL,54.1100,215.2100,225.5600,242.2300,0.8200,1.1100,0.0000
43845,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,14.5600,68.1500,7.2000,102.9900,103.2100,0.6700,1.0500,0.0000
43846,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 08:00:00.000000',0.0000,13.4400,53.8700,NULL,231.4400,NULL,0.6700,NULL,0.0000
43847,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 17:00:00.000000',0.0000,14.5200,59.6700,1.6500,156.1200,143.9900,0.6800,NULL,0.0000
43848,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 14:00:00.000000',0.0000,21.9900,73.7400,523.8900,NULL,NULL,0.9500,0.6700,0.0000
43849,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',0.0000,12.8600,53.1300,NULL,NULL,45.4100,1.8300,2.6400,0.0000
43850,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',0.0000,11.2400,NULL,0.0000,53.2900,65.4300,2.2000,4.2900,0.0000
43851,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',0.0000,11.3500,56.4900,0.0000,67.4200,70.4400,2.3300,4.4800,0.0000
43852,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,NULL,67.1400,0.0000,54.2600,59.4200,2.5300,5.0400,0.0000
43853,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',0.0000,11.2400,59.5900,0.0000,53.2900,65.4300,2.2000,4.2900,0.0000
43854,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,9.7400,72.0500,0.0000,54.8200,57.8000,NULL,5.3400,0.0000
43855,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,9.7200,67.1400,0.0000,54.2600,59.4200,2.5300,5.0400,0.0000
43856,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',NULL,8.6100,66.9800,0.0000,57.6000,60.5700,3.7300,NULL,NULL
43857,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,8.6100,69.0800,0.0000,52.5900,57.5300,3.6400,6.8500,0.0000
43858,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',0.0000,11.4600,NULL,0.0000,32.1200,40.0200,2.2000,4.7500,0.0000
43859,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',0.0000,NULL,65.2600,0.0000,NULL,48.5500,NULL,2.0100,0.0000
43860,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,9.7800,62.7700,0.0000,35.8700,42.2800,2.3500,5.1000,0.0000
43861,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,8.6100,66.9800,NULL,57.6000,60.5700,3.7300,7.0600,0.0000
43862,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',NULL,NULL,62.2700,0.0000,72.0700,61.7400,1.7700,3.5400,0.0000
43863,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',0.0000,13.6300,69.4500,0.0000,49.1400,47.7400,1.9400,3.4600,0.0000
43864,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',NULL,9.8100,51.6500,0.0000,16.4300,21.3200,NULL,3.5100,0.0000
43865,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',NULL,11.9500,50.4700,0.0000,17.2700,20.8600,2.0800,3.4800,0.0000
43866,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,8.9700,73.2000,0.0000,NULL,49.6300,NULL,6.2100,0.0000
43867,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,8.4200,65.2400,0.0000,58.1000,68.1000,3.0100,5.7600,NULL
43868,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,10.1700,74.9100,0.0000,57.5100,66.4300,2.5700,4.9300,0.0000
43869,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,NULL,54.6600,0.0000,NULL,40.6200,1.8000,3.6300,0.0000
43870,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,8.5500,56.0000,0.0000,NULL,28.2200,1.8500,3.3100,0.0000
43871,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',0.0000,13.3500,66.5100,0.0000,NULL,28.4500,1.4600,2.1800,0.0000
43872,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-23 23:00:00.000000',0.0000,11.1500,64.4000,0.0000,9.4500,20.6500,2.0400,3.8100,0.0000
43873,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 05:00:00.000000',0.0000,8.7600,NULL,0.0000,28.4500,41.4000,2.0700,4.4000,NULL
43874,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 02:00:00.000000',0.0000,9.6600,59.0400,0.0000,10.9600,24.5900,1.9500,3.7600,0.0000
43875,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',0.0000,12.8600,53.1300,0.0000,34.8900,45.4100,1.8300,2.6400,0.0000
43876,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-23 20:00:00.000000',NULL,13.1200,NULL,0.0000,44.8200,48.7700,1.8500,2.9400,0.0000
43877,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,NULL,NULL,655.3100,62.8100,61.6300,NULL,7.9300,0.0000
43878,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.9800,47.7900,6.9100,62.7600,65.4200,4.6900,8.1900,0.0000
43879,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,16.1100,44.8900,658.5400,58.0700,59.8800,5.8500,8.0400,0.0000
43880,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.8900,NULL,1.5700,NULL,68.0800,4.2800,NULL,0.0000
43881,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,NULL,54.9600,197.1000,58.3900,59.4600,NULL,NULL,NULL
43882,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,16.3500,50.0400,NULL,NULL,64.5500,5.6500,NULL,0.0000
43883,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,16.1300,44.9600,655.3100,NULL,61.6300,NULL,7.9300,0.0000
43884,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,10.2200,54.3500,211.8700,53.5400,NULL,4.3300,6.9800,0.0000
43885,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.9800,47.7900,6.9100,62.7600,65.4200,4.6900,8.1900,0.0000
43886,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',NULL,16.4600,51.7300,512.9700,63.4800,64.4300,5.7300,7.9600,0.0000
43887,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,10.3200,54.9600,197.1000,58.3900,59.4600,4.2200,6.9500,0.0000
43888,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,16.3500,50.0400,521.4500,66.1100,64.5500,5.6500,8.0600,0.0000
43889,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,15.9300,49.9800,663.0600,47.4900,52.7300,5.5800,8.4200,0.0000
43890,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,10.2700,61.8800,218.1300,46.3800,51.3400,4.1700,7.2200,0.0000
43891,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.8900,48.2100,1.2000,47.5200,NULL,5.3700,9.7100,0.0000
43892,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,16.0500,49.7400,514.7700,45.8300,51.8500,5.5900,8.5900,0.0000
43893,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,16.4400,52.8600,510.9900,69.8700,72.1400,5.1500,7.2300,0.0000
43894,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,17.0300,52.1700,517.4700,69.1900,66.4100,3.2400,4.8700,0.0000
43895,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,16.1500,NULL,658.5500,61.4100,65.3900,5.1100,6.9700,0.0000
43896,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,10.3700,49.6900,212.8100,59.8300,69.8900,NULL,5.7000,0.0000
43897,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,17.3700,NULL,653.6800,60.0400,59.1300,2.6500,3.7900,0.0000
43898,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,NULL,48.3300,201.4100,44.9300,NULL,1.8500,3.1300,0.0000
43899,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.8500,53.6200,2.3000,73.0400,77.6000,3.2700,6.7000,0.0000
43900,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,9.5200,48.8100,3.4800,61.3200,61.4200,2.3300,4.6600,0.0000
43901,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 11:00:00.000000',0.0000,17.3800,52.2900,658.1600,NULL,57.7900,3.9700,6.0300,NULL
43902,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 08:00:00.000000',0.0000,10.7700,58.0600,NULL,NULL,48.2900,2.6200,4.6100,0.0000
43903,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 17:00:00.000000',0.0000,10.3000,NULL,5.8100,57.3100,59.6100,3.7800,7.3100,0.0000
43904,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 14:00:00.000000',0.0000,NULL,49.4500,517.9300,68.1300,66.1500,4.4300,6.8800,0.0000
43905,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,7.5100,49.9800,0.0000,45.0800,53.6100,2.6400,5.2400,0.0000
43906,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,5.9700,65.7000,0.0000,52.3600,59.5400,2.2600,4.6200,0.0000
43907,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,6.7000,61.9100,0.0000,51.9200,58.7000,2.5400,5.1500,0.0000
43908,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,8.2800,55.2700,0.0000,50.9400,53.9000,4.0700,7.1400,NULL
43909,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,8.1700,58.0900,0.0000,48.7800,52.8300,4.0000,7.3100,0.0000
43910,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,8.2800,55.2700,0.0000,50.9400,NULL,4.0700,7.1400,NULL
43911,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',NULL,7.4700,64.8100,0.0000,54.7900,56.7100,NULL,7.3300,0.0000
43912,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,7.2400,67.3800,0.0000,50.4000,53.8200,4.0400,7.1700,0.0000
43913,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',NULL,NULL,71.7500,0.0000,59.0000,59.4300,4.2900,7.5800,0.0000
43914,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,7.4700,64.8100,0.0000,NULL,56.7100,4.1900,7.3300,NULL
43915,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,6.4800,74.0000,0.0000,52.4200,54.8600,4.0600,7.1400,0.0000
43916,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,6.7900,71.7500,0.0000,59.0000,59.4300,4.2900,7.5800,0.0000
43917,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,6.0800,73.2500,NULL,61.8300,60.9000,4.0200,7.2600,0.0000
43918,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,5.7700,NULL,NULL,53.8500,54.7900,3.7200,6.6500,0.0000
43919,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,6.0800,73.2500,0.0000,61.8300,NULL,4.0200,7.2600,0.0000
43920,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,7.4000,48.7500,0.0000,55.5700,58.2700,4.4200,8.2100,0.0000
43921,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,8.5400,42.6300,NULL,53.0800,55.5500,4.7600,NULL,0.0000
43922,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,6.5500,59.9600,0.0000,56.5700,59.3500,4.1200,7.6600,NULL
43923,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,5.8100,63.4000,0.0000,55.6500,59.1100,3.7900,6.9600,0.0000
43924,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,7.1600,70.3600,0.0000,53.5100,61.5200,3.1500,6.0900,0.0000
43925,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,8.1600,61.6900,0.0000,53.5200,57.9100,3.0500,5.8600,0.0000
43926,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 23:00:00.000000',0.0000,6.3800,56.6700,0.0000,43.8800,50.9800,1.7300,3.5100,0.0000
43927,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,NULL,49.1400,0.0000,39.7600,46.4500,1.9200,3.6400,0.0000
43928,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,NULL,78.3500,0.0000,51.5000,56.6800,2.8700,5.1100,0.0000
43929,'330825','龙游县','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,6.2900,NULL,0.0000,NULL,59.0300,3.2400,5.8200,0.0000
43930,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-25 05:00:00.000000',0.0000,4.9000,71.5700,0.0000,55.2000,59.5600,1.6000,NULL,0.0000
43931,'330824','开化县','2023-11-20 20:00:00.000000','2023-11-25 02:00:00.000000',0.0000,5.6000,NULL,0.0000,51.6400,57.1500,1.7800,NULL,0.0000
43932,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-24 20:00:00.000000',0.0000,NULL,42.6400,0.0000,41.7500,49.4700,2.9800,NULL,0.0000
43933,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 11:00:00.000000',0.0000,15.8700,70.3400,654.6100,79.3900,78.3800,3.3400,4.9700,0.0000
43934,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 08:00:00.000000',NULL,8.7000,65.7300,204.3100,60.7900,63.3100,2.2600,3.9700,NULL
43935,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 17:00:00.000000',0.0000,10.7100,72.2500,5.6500,51.1300,52.9300,1.4600,3.1400,0.0000
43936,'330822','常山县','2023-11-20 20:00:00.000000','2023-11-25 14:00:00.000000',0.0000,17.0500,76.6300,515.6000,74.6000,73.6600,3.4700,5.2900,0.0000
43937,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 11:00:00.000000',0.0000,15.7900,78.3600,644.0500,NULL,63.4500,4.8400,6.6800,1.0800
43938,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 11:00:00.000000',0.0000,15.9700,NULL,646.4900,55.9400,58.5900,NULL,6.6500,0.9500
43939,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 08:00:00.000000',0.0000,8.6400,71.3700,193.8200,65.8500,62.7700,4.0000,6.5700,0.0000
43940,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-25 11:00:00.000000',0.0000,15.7900,78.3600,NULL,64.6900,63.4500,4.8400,6.6800,1.0800
43941,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 08:00:00.000000',0.0000,8.3500,74.0200,208.5700,56.4100,56.3000,3.9400,6.2000,0.0000
43942,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 17:00:00.000000',NULL,10.9100,74.4900,6.6400,33.8700,40.2100,3.3700,5.9600,0.0000
43943,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-25 08:00:00.000000',0.0000,8.6400,71.3700,193.8200,65.8500,62.7700,4.0000,6.5700,0.0000
43944,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 17:00:00.000000',0.0000,11.2200,75.0400,1.5100,36.2200,44.5800,3.5300,6.0400,0.0000
43945,'330800','衢州市','2023-11-20 20:00:00.000000','2023-11-25 14:00:00.000000',0.0000,17.2500,82.3400,517.0400,52.4100,54.8900,4.0700,5.5700,0.3000
43946,'330802','柯城区','2023-11-20 20:00:00.000000','2023-11-25 17:00:00.000000',0.0000,10.9100,NULL,6.6400,33.8700,40.2100,3.3700,5.9600,0.0000
43947,'330803','衢江区','2023-11-20 20:00:00.000000','2023-11-25 14:00:00.000000',0.0000,NULL,84.1100,505.3400,44.2800,50.4000,4.1500,5.3500,0.8000
43948,'330881','江山市','2023-11-20 20:00:00.000000','2023-11-25 11:00:00.000000',0.0000,15.3700,70.8500,654.4900,50.2800,57.5000,4.0700,5.7300,0.9900
