"ID","regimen_id","reservior_id","yesterday_rainfall","eight_to_now_rainfall","water_line","eight_to_now_water_line","storeage_capacity","date","inflow","outflow","store_energy","full_power_hour"
"40136","900233080000029820","900233080000000001","0.0000","0.0000","334.5700","334.5800","131.7840","2024-01-05 09:00:00.000000","0.0000","14.4619","7300784.5000","182.5196"
"40137","900233080000029824","900233080000000002","0.0000","0.0000","231.3800","231.4100","38.1460","2024-01-05 09:00:00.000000","0.0000","18.3529","217141.9063","14.4761"
"40138","900233080000029852","900233080000000005","0.0000","0.0000","258.8900","258.8900","33.4780","2024-01-05 09:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40139","900233080000029853","900233080000000001","0.0000","0.0000","334.5650","0.0000","131.7580","2024-01-05 09:15:00.000000","0.0000","0.0000","0.0000","0.0000"
"40140","900233080000029854","900233080000000001","0.0000","0.0000","334.5600","0.0000","131.7320","2024-01-05 09:30:00.000000","0.0000","0.0000","0.0000","0.0000"
"40141","900233080000029855","900233080000000001","0.0000","0.0000","334.5550","0.0000","131.7059","2024-01-05 09:45:00.000000","0.0000","0.0000","0.0000","0.0000"
"40142","900233080000029859","900233080000000002","0.0000","0.0000","231.3725","0.0000","38.1295","2024-01-05 09:45:00.000000","0.0000","0.0000","0.0000","0.0000"
"40143","900233080000029856","900233080000000001","0.0000","1.0000","334.5500","334.5800","131.6799","2024-01-05 10:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40144","900233080000029860","900233080000000002","0.0000","0.5000","231.3700","231.4100","38.1240","2024-01-05 10:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40145","900233080000029889","900233080000000001","0.0000","0.0000","334.5475","0.0000","131.6669","2024-01-05 10:15:00.000000","0.0000","14.4619","7273627.0000","181.8407"
"40146","900233080000029893","900233080000000002","0.0000","0.0000","231.3675","0.0000","38.1185","2024-01-05 10:15:00.000000","0.5856","6.7018","215139.0313","14.3426"
"40147","900233080000029890","900233080000000001","0.0000","0.0000","334.5450","0.0000","131.6539","2024-01-05 10:30:00.000000","0.0000","14.4450","7270612.0000","181.7653"
"40148","900233080000029894","900233080000000002","0.0000","0.0000","231.3650","0.0000","38.1130","2024-01-05 10:30:00.000000","0.6197","6.7360","214738.5781","14.3159"
"40149","900233080000029891","900233080000000001","0.0000","0.0000","334.5425","0.0000","131.6411","2024-01-05 10:45:00.000000","0.0000","14.2754","7267632.5000","181.6908"
"40150","900233080000029895","900233080000000002","0.0000","0.0000","231.3625","0.0000","38.1075","2024-01-05 10:45:00.000000","0.6288","6.7111","214340.1406","14.2893"
"40151","900233080000029892","900233080000000001","0.0000","1.2000","334.5400","334.5800","131.6280","2024-01-05 11:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40152","900233080000029896","900233080000000002","0.0000","0.5000","231.3600","231.4100","38.1020","2024-01-05 11:00:00.000000","0.0000","0.0000","0.0000","0.0000"
"40153","900233080000035959","900233080000000001","0.0000","0.0000","334.5350","0.0000","131.6020","2024-01-05 11:15:00.000000","0.0000","28.9069","7258577.0000","181.4644"
"40154","900233080000035963","900233080000000002","0.0000","0.0000","231.3575","0.0000","38.0965","2024-01-05 11:15:00.000000","0.6043","6.7206","213538.9375","14.2359"
"40155","900233080000035991","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 11:15:00.000000","0.0000","0.0000","0.0000","0.0000"
"40156","900233080000036003","900233080000000003","0.0000","0.0000","183.8100","0.0000","121.9780","2024-01-05 11:15:00.000000","0.0000","0.0000","11827447.0000","938.6863"
"40157","900233080000036007","900233080000000006","0.0000","0.0000","167.5100","0.0000","41.3830","2024-01-05 11:15:00.000000","0.0000","0.0000","1143526.6250","90.7561"
"40158","900233080000036011","900233080000000012","0.0000","0.0000","129.7500","0.0000","74.2500","2024-01-05 11:15:00.000000","0.0000","0.0000","1859463.6250","387.3882"
"40159","900233080000035960","900233080000000001","0.0000","0.0000","334.5300","0.0000","131.5760","2024-01-05 11:30:00.000000","0.0000","28.9069","7252543.5000","181.3136"
"40160","900233080000035964","900233080000000002","0.0000","0.0000","231.3550","0.0000","38.0910","2024-01-05 11:30:00.000000","0.6360","6.7184","213140.8125","14.2094"
"40161","900233080000035992","900233080000000005","0.0000","0.0000","258.8900","0.0000","33.4780","2024-01-05 11:30:00.000000","0.0000","0.0000","0.0000","0.0000"
